,Nation,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2010,2011,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995
113,Bosnia and Herzegovina,34.0,35.0,35.0,36.0,38.0,38.0,39.0,38.0,39.0,42.0,42.0,32.0,32.0,30.0,32.0,33.0,29.0,29.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
114,Indonesia,34.0,38.0,37.0,40.0,38.0,37.0,37.0,36.0,34.0,32.0,32.0,28.0,30.0,28.0,26.0,23.0,24.0,22.0,20.0,19.0,19.0,19.0,17.0,17.0,20.0,27.200000000000003,26.5,19.4
115,Gambia,34.0,37.0,37.0,37.0,37.0,30.0,26.0,28.0,29.0,28.0,34.0,32.0,35.0,29.0,19.0,23.0,25.0,27.0,28.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
116,Zambia,33.0,33.0,33.0,34.0,35.0,37.0,38.0,38.0,38.0,38.0,37.0,30.0,32.0,30.0,28.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,34.0,35.0,35.0,35.0,35.0,35.0
117,Philippines,33.0,33.0,34.0,34.0,36.0,34.0,35.0,35.0,38.0,36.0,34.0,24.0,26.0,24.0,23.0,25.0,25.0,25.0,26.0,25.0,26.0,29.0,28.0,36.0,33.0,30.5,26.9,27.7
118,Mongolia,33.0,35.0,35.0,35.0,37.0,36.0,38.0,39.0,39.0,38.0,36.0,27.0,27.0,27.0,30.0,30.0,28.0,30.0,30.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
119,El Salvador,33.0,34.0,36.0,34.0,35.0,33.0,36.0,39.0,39.0,38.0,38.0,36.0,34.0,34.0,39.0,40.0,40.0,42.0,42.0,37.0,34.0,36.0,41.0,39.0,36.0,36.0,36.0,36.0
120,Ukraine,33.0,32.0,33.0,30.0,32.0,30.0,29.0,27.0,26.0,25.0,26.0,24.0,23.0,22.0,25.0,27.0,28.0,26.0,22.0,23.0,24.0,21.0,15.0,26.0,28.0,28.0,28.0,28.0
121,Algeria,33.0,33.0,36.0,35.0,35.0,33.0,34.0,36.0,36.0,36.0,34.0,29.0,29.0,28.0,32.0,30.0,31.0,28.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
122,Angola,33.0,29.0,27.0,26.0,19.0,19.0,18.0,15.0,19.0,23.0,22.0,19.0,20.0,19.0,19.0,22.0,22.0,20.0,20.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
123,Niger,32.0,31.0,32.0,32.0,34.0,33.0,35.0,34.0,35.0,34.0,33.0,26.0,25.0,29.0,28.0,26.0,23.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
124,Kenya,32.0,30.0,31.0,28.0,27.0,28.0,26.0,25.0,25.0,27.0,27.0,21.0,22.0,22.0,21.0,21.0,22.0,21.0,21.0,19.0,19.0,20.0,21.0,20.0,25.0,22.1,22.1,22.1
125,Dominican Republic,32.0,30.0,28.0,28.0,30.0,29.0,31.0,33.0,32.0,29.0,32.0,30.0,26.0,30.0,30.0,30.0,28.0,30.0,29.0,33.0,35.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
126,Uzbekistan,31.0,28.0,26.0,25.0,23.0,22.0,21.0,19.0,18.0,17.0,17.0,16.0,16.0,17.0,18.0,17.0,21.0,22.0,23.0,24.0,29.0,27.0,24.0,18.0,18.0,18.0,18.0,18.0
127,Bolivia,31.0,30.0,31.0,31.0,29.0,33.0,33.0,34.0,35.0,34.0,34.0,28.0,28.0,27.0,30.0,29.0,27.0,25.0,22.0,23.0,22.0,20.0,27.0,25.0,28.0,20.5,34.0,34.0
128,Mexico,31.0,31.0,31.0,29.0,28.0,29.0,30.0,35.0,35.0,34.0,34.0,31.0,30.0,33.0,36.0,35.0,33.0,35.0,36.0,36.0,36.0,37.0,33.0,34.0,33.0,26.6,33.0,31.8
129,Laos,31.0,30.0,29.0,29.0,29.0,29.0,30.0,25.0,25.0,26.0,21.0,21.0,22.0,20.0,20.0,19.0,26.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
130,Papua New Guinea,30.0,31.0,27.0,28.0,28.0,29.0,28.0,25.0,25.0,25.0,25.0,21.0,22.0,21.0,20.0,20.0,24.0,23.0,26.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
131,Togo,30.0,30.0,29.0,29.0,30.0,32.0,32.0,32.0,29.0,29.0,30.0,24.0,24.0,28.0,27.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
132,Egypt,30.0,33.0,33.0,35.0,35.0,32.0,34.0,36.0,37.0,32.0,32.0,31.0,29.0,28.0,28.0,29.0,33.0,34.0,32.0,33.0,34.0,36.0,31.0,33.0,29.0,28.4,28.4,28.4
133,Eswatini,30.0,32.0,33.0,34.0,38.0,39.0,43.0,43.0,43.0,39.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
134,Mauritania,30.0,28.0,29.0,28.0,27.0,28.0,27.0,31.0,30.0,30.0,31.0,23.0,24.0,25.0,28.0,26.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
135,Djibouti,30.0,30.0,27.0,30.0,31.0,31.0,30.0,34.0,34.0,36.0,36.0,32.0,30.0,28.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
136,Gabon,29.0,31.0,30.0,31.0,31.0,32.0,35.0,34.0,37.0,34.0,35.0,28.0,30.0,29.0,31.0,33.0,30.0,29.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
137,Mali,28.0,29.0,30.0,29.0,32.0,31.0,32.0,35.0,32.0,28.0,34.0,27.0,28.0,28.0,31.0,27.0,28.0,29.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
138,Russia,28.0,29.0,30.0,28.0,28.0,29.0,29.0,29.0,27.0,28.0,28.0,21.0,24.0,22.0,21.0,23.0,25.0,24.0,28.0,27.0,27.0,23.0,21.0,24.0,24.0,22.7,25.8,25.8
139,Paraguay,28.0,30.0,28.0,28.0,29.0,29.0,30.0,27.0,24.0,24.0,25.0,22.0,22.0,21.0,24.0,24.0,26.0,21.0,19.0,16.0,17.0,20.0,20.0,20.0,15.0,15.0,15.0,15.0
140,Pakistan,27.0,28.0,31.0,32.0,33.0,32.0,32.0,30.0,29.0,28.0,27.0,23.0,25.0,24.0,25.0,24.0,22.0,21.0,21.0,25.0,26.0,23.0,22.0,22.0,27.0,25.299999999999997,10.0,22.5
141,Kyrgyzstan,27.0,27.0,31.0,30.0,29.0,29.0,28.0,28.0,27.0,24.0,24.0,20.0,21.0,19.0,18.0,21.0,22.0,23.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
142,Uganda,26.0,27.0,27.0,28.0,26.0,26.0,25.0,25.0,26.0,26.0,29.0,25.0,24.0,25.0,26.0,28.0,27.0,25.0,26.0,22.0,21.0,19.0,23.0,22.0,26.0,27.1,27.1,27.1
143,Mozambique,26.0,26.0,25.0,26.0,23.0,25.0,27.0,31.0,31.0,30.0,31.0,27.0,27.0,25.0,26.0,28.0,28.0,28.0,28.0,27.0,22.0,22.0,22.0,35.0,35.0,35.0,35.0,35.0
144,Cameroon,26.0,27.0,25.0,25.0,25.0,25.0,26.0,27.0,27.0,25.0,26.0,22.0,25.0,22.0,23.0,24.0,23.0,22.0,21.0,18.0,22.0,20.0,20.0,15.0,14.0,24.6,24.6,24.6
145,Liberia,26.0,29.0,28.0,28.0,32.0,31.0,37.0,37.0,37.0,38.0,41.0,33.0,32.0,31.0,24.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
146,Madagascar,26.0,26.0,25.0,24.0,25.0,24.0,26.0,28.0,28.0,28.0,32.0,26.0,30.0,30.0,34.0,32.0,31.0,28.0,31.0,26.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
147,Guinea,25.0,25.0,28.0,29.0,28.0,27.0,27.0,25.0,25.0,24.0,24.0,20.0,21.0,18.0,16.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
148,Bangladesh,25.0,26.0,26.0,26.0,26.0,28.0,26.0,25.0,25.0,27.0,26.0,24.0,27.0,24.0,21.0,20.0,20.0,17.0,15.0,13.0,12.0,4.0,22.9,22.9,22.9,22.9,22.9,22.9
149,Iran,25.0,25.0,25.0,26.0,28.0,30.0,29.0,27.0,27.0,25.0,28.0,22.0,27.0,18.0,23.0,25.0,27.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
150,Nigeria,24.0,24.0,25.0,26.0,27.0,27.0,28.0,26.0,27.0,25.0,27.0,24.0,24.0,25.0,27.0,22.0,22.0,19.0,16.0,14.0,16.0,10.0,12.0,16.0,19.0,17.6,6.8999999999999995,6.8999999999999995
151,Central African Republic,24.0,24.0,26.0,25.0,26.0,23.0,20.0,24.0,24.0,25.0,26.0,21.0,22.0,20.0,20.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
152,Afghanistan,24.0,16.0,19.0,16.0,16.0,15.0,15.0,11.0,12.0,8.0,8.0,14.0,15.0,13.0,15.0,18.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
153,Cambodia,24.0,23.0,21.0,20.0,20.0,21.0,21.0,21.0,21.0,20.0,22.0,21.0,21.0,20.0,18.0,20.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
154,Lebanon,24.0,24.0,25.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,30.0,25.0,25.0,25.0,30.0,30.0,36.0,31.0,27.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
155,Guatemala,24.0,25.0,25.0,26.0,27.0,28.0,28.0,28.0,32.0,29.0,33.0,32.0,27.0,34.0,31.0,28.0,26.0,25.0,22.0,24.0,25.0,29.0,32.0,32.0,31.0,31.0,31.0,31.0
156,Tajikistan,24.0,25.0,25.0,25.0,25.0,21.0,25.0,26.0,23.0,22.0,22.0,21.0,23.0,20.0,20.0,21.0,22.0,21.0,20.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
157,Zimbabwe,23.0,23.0,24.0,24.0,22.0,22.0,22.0,21.0,21.0,21.0,20.0,24.0,22.0,22.0,18.0,21.0,24.0,26.0,23.0,23.0,27.0,29.0,30.0,41.0,42.0,42.0,42.0,42.0
158,Azerbaijan,23.0,30.0,30.0,30.0,25.0,31.0,30.0,29.0,29.0,28.0,27.0,24.0,24.0,23.0,19.0,21.0,24.0,22.0,19.0,18.0,20.0,20.0,15.0,17.0,17.0,17.0,17.0,17.0
159,Myanmar,23.0,28.0,28.0,29.0,29.0,30.0,28.0,22.0,21.0,21.0,15.0,14.0,15.0,14.0,13.0,14.0,19.0,18.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
160,Honduras,23.0,23.0,24.0,26.0,29.0,29.0,30.0,31.0,29.0,26.0,28.0,24.0,26.0,25.0,26.0,25.0,25.0,26.0,23.0,23.0,27.0,27.0,18.0,18.0,17.0,17.0,17.0,17.0
161,Iraq,23.0,23.0,21.0,20.0,18.0,18.0,17.0,16.0,16.0,16.0,18.0,15.0,18.0,15.0,13.0,15.0,19.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
162,Eritrea,22.0,22.0,21.0,23.0,24.0,20.0,18.0,18.0,18.0,20.0,25.0,26.0,25.0,26.0,26.0,28.0,29.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
163,Sudan,22.0,20.0,16.0,16.0,16.0,16.0,14.0,12.0,11.0,11.0,13.0,16.0,16.0,15.0,16.0,18.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
164,Congo,21.0,21.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
165,Guinea-Bissau,21.0,21.0,19.0,18.0,28.0,27.0,16.0,17.0,19.0,19.0,25.0,21.0,22.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
166,Democratic Republic of the Congo,20.0,19.0,18.0,18.0,19.0,21.0,21.0,22.0,22.0,22.0,21.0,20.0,20.0,19.0,17.0,19.0,20.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
167,Turkmenistan,19.0,19.0,19.0,19.0,20.0,19.0,22.0,18.0,17.0,17.0,17.0,16.0,16.0,18.0,18.0,20.0,22.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
168,Nicaragua,19.0,20.0,22.0,22.0,25.0,26.0,26.0,27.0,28.0,28.0,29.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,27.0,26.0,25.0,24.0,31.0,31.0,30.0,30.0,30.0,30.0
169,Comoros,19.0,20.0,21.0,25.0,27.0,27.0,24.0,26.0,26.0,28.0,28.0,21.0,24.0,23.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
170,Chad,19.0,20.0,21.0,20.0,19.0,20.0,20.0,22.0,22.0,19.0,19.0,17.0,20.0,16.0,16.0,18.0,20.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
171,Libya,17.0,17.0,17.0,18.0,17.0,17.0,14.0,16.0,18.0,15.0,21.0,22.0,20.0,25.0,26.0,25.0,27.0,25.0,25.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
172,Haiti,17.0,20.0,18.0,18.0,20.0,22.0,20.0,17.0,19.0,19.0,19.0,22.0,18.0,18.0,14.0,16.0,18.0,18.0,15.0,15.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
173,North Korea,17.0,16.0,18.0,17.0,14.0,17.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
174,Equatorial Guinea,17.0,17.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,18.0,17.0,19.0,21.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
175,Burundi,17.0,19.0,19.0,19.0,17.0,22.0,20.0,21.0,20.0,21.0,19.0,18.0,19.0,18.0,19.0,25.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
176,Yemen,16.0,16.0,15.0,15.0,14.0,16.0,14.0,18.0,19.0,18.0,23.0,22.0,21.0,21.0,23.0,25.0,26.0,27.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
177,Venezuela,14.0,14.0,15.0,16.0,18.0,18.0,17.0,17.0,19.0,20.0,19.0,15.0,19.0,19.0,19.0,20.0,23.0,23.0,23.0,24.0,25.0,28.0,27.0,26.0,23.0,27.7,25.0,26.6
178,Syria,13.0,13.0,14.0,13.0,13.0,14.0,13.0,18.0,20.0,17.0,26.0,25.0,26.0,26.0,21.0,24.0,29.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
179,South Sudan,13.0,11.0,12.0,12.0,13.0,12.0,11.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
180,Somalia,12.0,13.0,12.0,9.0,10.0,9.0,10.0,8.0,8.0,8.0,8.0,11.0,10.0,11.0,10.0,14.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
181,Czech Republic,56.0,56.0,56.0,56.0,59.0,57.0,55.0,56.0,51.0,48.0,49.0,46.0,44.0,49.0,52.0,52.0,48.0,43.0,42.0,39.0,37.0,39.0,43.0,46.0,48.0,52.0,53.7,53.7
182,Republic of the Congo,19.0,19.0,19.0,19.0,19.0,21.0,20.0,23.0,23.0,22.0,26.0,19.0,19.0,19.0,19.0,21.0,22.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
183,Puerto Rico,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
184,Macao,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,57.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
185,Samoa,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
186,FYR Macedonia,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,36.0,33.0,27.0,27.0,27.0,23.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
187,Swaziland,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,33.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
188,Tonga,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,24.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
189,Belize,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,35.0,37.0,38.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
190,Kiribati,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
191,Sao Tome and Principe,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
192,Serbia and Montenegro,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
193,Palestine,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
194,Timor Leste,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
195,Yugoslavia,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,20.0,30.0,30.0,30.0,30.0
196,Slovak Republic,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,39.0,39.0,39.0
197,Kyrgyz Republic,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
